0.1	1	296
0.0426681	1	0
0.0182057	1	0
0.007768	1	0
0.00331446	1	0
0.00141422	1	0
0.000603419	1	0
0.000257467	1	0
0.000109856	1	0
4.68736e-05	1	0
2.00001e-05	1	0

0.1	2	212
0.0426681	2	0
0.0182057	2	0
0.007768	2	0
0.00331446	2	0
0.00141422	2	0
0.000603419	2	0
0.000257467	2	0
0.000109856	2	0
4.68736e-05	2	0
2.00001e-05	2	0

0.1	3	37
0.0426681	3	0
0.0182057	3	0
0.007768	3	0
0.00331446	3	0
0.00141422	3	0
0.000603419	3	0
0.000257467	3	0
0.000109856	3	0
4.68736e-05	3	0
2.00001e-05	3	0

0.1	4	33
0.0426681	4	0
0.0182057	4	0
0.007768	4	0
0.00331446	4	0
0.00141422	4	0
0.000603419	4	0
0.000257467	4	0
0.000109856	4	0
4.68736e-05	4	0
2.00001e-05	4	0

0.1	5	1
0.0426681	5	0
0.0182057	5	0
0.007768	5	0
0.00331446	5	0
0.00141422	5	0
0.000603419	5	0
0.000257467	5	0
0.000109856	5	0
4.68736e-05	5	0
2.00001e-05	5	0

0.1	6	344
0.0426681	6	0
0.0182057	6	0
0.007768	6	0
0.00331446	6	0
0.00141422	6	0
0.000603419	6	0
0.000257467	6	0
0.000109856	6	0
4.68736e-05	6	0
2.00001e-05	6	0

0.1	7	364
0.0426681	7	0
0.0182057	7	0
0.007768	7	0
0.00331446	7	0
0.00141422	7	0
0.000603419	7	0
0.000257467	7	0
0.000109856	7	0
4.68736e-05	7	0
2.00001e-05	7	0

0.1	8	3
0.0426681	8	0
0.0182057	8	0
0.007768	8	0
0.00331446	8	0
0.00141422	8	0
0.000603419	8	0
0.000257467	8	0
0.000109856	8	0
4.68736e-05	8	0
2.00001e-05	8	0

0.1	9	82
0.0426681	9	0
0.0182057	9	0
0.007768	9	0
0.00331446	9	0
0.00141422	9	0
0.000603419	9	0
0.000257467	9	0
0.000109856	9	0
4.68736e-05	9	0
2.00001e-05	9	0

0.1	10	336
0.0426681	10	0
0.0182057	10	0
0.007768	10	0
0.00331446	10	0
0.00141422	10	0
0.000603419	10	0
0.000257467	10	0
0.000109856	10	0
4.68736e-05	10	0
2.00001e-05	10	0

0.1	11	257
0.0426681	11	4
0.0182057	11	0
0.007768	11	0
0.00331446	11	0
0.00141422	11	0
0.000603419	11	0
0.000257467	11	0
0.000109856	11	0
4.68736e-05	11	0
2.00001e-05	11	0

0.1	12	36
0.0426681	12	0
0.0182057	12	0
0.007768	12	0
0.00331446	12	0
0.00141422	12	0
0.000603419	12	0
0.000257467	12	0
0.000109856	12	0
4.68736e-05	12	0
2.00001e-05	12	0

0.1	13	3
0.0426681	13	0
0.0182057	13	0
0.007768	13	0
0.00331446	13	0
0.00141422	13	0
0.000603419	13	0
0.000257467	13	0
0.000109856	13	0
4.68736e-05	13	0
2.00001e-05	13	0

0.1	14	561
0.0426681	14	54
0.0182057	14	0
0.007768	14	0
0.00331446	14	0
0.00141422	14	0
0.000603419	14	0
0.000257467	14	0
0.000109856	14	0
4.68736e-05	14	0
2.00001e-05	14	0

0.1	15	292
0.0426681	15	1
0.0182057	15	0
0.007768	15	0
0.00331446	15	0
0.00141422	15	0
0.000603419	15	0
0.000257467	15	0
0.000109856	15	0
4.68736e-05	15	0
2.00001e-05	15	0

0.1	16	292
0.0426681	16	19
0.0182057	16	0
0.007768	16	0
0.00331446	16	0
0.00141422	16	0
0.000603419	16	0
0.000257467	16	0
0.000109856	16	0
4.68736e-05	16	0
2.00001e-05	16	0

0.1	17	376
0.0426681	17	0
0.0182057	17	0
0.007768	17	0
0.00331446	17	0
0.00141422	17	0
0.000603419	17	0
0.000257467	17	0
0.000109856	17	0
4.68736e-05	17	0
2.00001e-05	17	0

0.1	18	315
0.0426681	18	127
0.0182057	18	0
0.007768	18	0
0.00331446	18	0
0.00141422	18	0
0.000603419	18	0
0.000257467	18	0
0.000109856	18	0
4.68736e-05	18	0
2.00001e-05	18	0

0.1	19	222
0.0426681	19	89
0.0182057	19	0
0.007768	19	0
0.00331446	19	0
0.00141422	19	0
0.000603419	19	0
0.000257467	19	0
0.000109856	19	0
4.68736e-05	19	0
2.00001e-05	19	0

0.1	20	292
0.0426681	20	0
0.0182057	20	0
0.007768	20	0
0.00331446	20	0
0.00141422	20	0
0.000603419	20	0
0.000257467	20	0
0.000109856	20	0
4.68736e-05	20	0
2.00001e-05	20	0

0.1	21	246
0.0426681	21	109
0.0182057	21	0
0.007768	21	0
0.00331446	21	0
0.00141422	21	0
0.000603419	21	0
0.000257467	21	0
0.000109856	21	0
4.68736e-05	21	0
2.00001e-05	21	0

0.1	22	465
0.0426681	22	0
0.0182057	22	0
0.007768	22	0
0.00331446	22	0
0.00141422	22	0
0.000603419	22	0
0.000257467	22	0
0.000109856	22	0
4.68736e-05	22	0
2.00001e-05	22	0

0.1	23	2
0.0426681	23	0
0.0182057	23	0
0.007768	23	0
0.00331446	23	0
0.00141422	23	0
0.000603419	23	0
0.000257467	23	0
0.000109856	23	0
4.68736e-05	23	0
2.00001e-05	23	0

0.1	24	189
0.0426681	24	0
0.0182057	24	0
0.007768	24	0
0.00331446	24	0
0.00141422	24	0
